"Date","Time (GMT)","Predicted (m)","Preliminary (m)","Verified (m)"
"2023/05/07","02:24","1.316","-","1.43"
"2023/05/07","02:30","1.289","-","1.411"
"2023/05/07","02:36","1.261","-","1.384"
"2023/05/07","02:42","1.232","-","1.347"
"2023/05/07","02:48","1.201","-","1.318"
"2023/05/07","02:54","1.17","-","1.286"
"2023/05/07","03:00","1.138","-","1.259"
"2023/05/07","03:06","1.105","-","1.226"
"2023/05/07","03:12","1.071","-","1.18"
"2023/05/07","03:18","1.036","-","1.144"
"2023/05/07","03:24","1.001","-","1.108"
"2023/05/07","03:30","0.965","-","1.075"
"2023/05/07","03:36","0.929","-","1.036"
"2023/05/07","03:42","0.892","-","0.989"
"2023/05/07","03:48","0.856","-","0.968"
"2023/05/07","03:54","0.819","-","0.924"
"2023/05/07","04:00","0.782","-","0.881"
"2023/05/07","04:06","0.744","-","0.848"
"2023/05/07","04:12","0.707","-","0.805"
"2023/05/07","04:18","0.67","-","0.773"
"2023/05/07","04:24","0.634","-","0.741"
"2023/05/07","04:30","0.597","-","0.704"
"2023/05/07","04:36","0.561","-","0.679"
"2023/05/07","04:42","0.525","-","0.641"
"2023/05/07","04:48","0.49","-","0.613"
"2023/05/07","04:54","0.455","-","0.582"
"2023/05/07","05:00","0.42","-","0.547"
"2023/05/07","05:06","0.387","-","0.517"
"2023/05/07","05:12","0.354","-","0.494"
"2023/05/07","05:18","0.322","-","0.46"
"2023/05/07","05:24","0.291","-","0.433"
"2023/05/07","05:30","0.26","-","0.422"
"2023/05/07","05:36","0.231","-","0.392"
"2023/05/07","05:42","0.203","-","0.37"
"2023/05/07","05:48","0.176","-","0.341"
"2023/05/07","05:54","0.15","-","0.326"
"2023/05/07","06:00","0.125","-","0.311"
"2023/05/07","06:06","0.102","-","0.283"
"2023/05/07","06:12","0.08","-","0.259"
"2023/05/07","06:18","0.059","-","0.24"
"2023/05/07","06:24","0.04","-","0.215"
"2023/05/07","06:30","0.023","-","0.206"
"2023/05/07","06:36","0.007","-","0.192"
"2023/05/07","06:42","-0.007","-","0.186"
"2023/05/07","06:48","-0.019","-","0.166"
"2023/05/07","06:54","-0.029","-","0.165"
"2023/05/07","07:00","-0.038","-","0.158"
"2023/05/07","07:06","-0.044","-","0.153"
"2023/05/07","07:12","-0.049","-","0.146"
"2023/05/07","07:18","-0.051","-","0.131"
"2023/05/07","07:24","-0.052","-","0.123"
"2023/05/07","07:30","-0.05","-","0.129"
"2023/05/07","07:36","-0.047","-","0.121"
"2023/05/07","07:42","-0.041","-","0.13"
"2023/05/07","07:48","-0.034","-","0.127"
"2023/05/07","07:54","-0.024","-","0.138"
"2023/05/07","08:00","-0.013","-","0.158"
"2023/05/07","08:06","0.001","-","0.169"
"2023/05/07","08:12","0.016","-","0.194"
"2023/05/07","08:18","0.034","-","0.22"
"2023/05/07","08:24","0.053","-","0.247"
"2023/05/07","08:30","0.074","-","0.266"
"2023/05/07","08:36","0.096","-","0.285"
"2023/05/07","08:42","0.12","-","0.298"
"2023/05/07","08:48","0.145","-","0.315"
"2023/05/07","08:54","0.172","-","0.353"
"2023/05/07","09:00","0.2","-","0.361"
"2023/05/07","09:06","0.229","-","0.392"
"2023/05/07","09:12","0.259","-","0.421"
"2023/05/07","09:18","0.29","-","0.452"
"2023/05/07","09:24","0.322","-","0.478"
"2023/05/07","09:30","0.354","-","0.504"
"2023/05/07","09:36","0.387","-","0.535"
"2023/05/07","09:42","0.42","-","0.562"
"2023/05/07","09:48","0.454","-","0.606"
"2023/05/07","09:54","0.487","-","0.634"
"2023/05/07","10:00","0.521","-","0.657"
"2023/05/07","10:06","0.554","-","0.695"
"2023/05/07","10:12","0.588","-","0.722"
"2023/05/07","10:18","0.621","-","0.753"
"2023/05/07","10:24","0.653","-","0.769"
"2023/05/07","10:30","0.685","-","0.8"
"2023/05/07","10:36","0.716","-","0.818"
"2023/05/07","10:42","0.747","-","0.85"
"2023/05/07","10:48","0.777","-","0.867"
"2023/05/07","10:54","0.806","-","0.906"
"2023/05/07","11:00","0.834","-","0.938"
"2023/05/07","11:06","0.861","-","0.962"
"2023/05/07","11:12","0.887","-","1.001"
"2023/05/07","11:18","0.912","-","1.022"
"2023/05/07","11:24","0.936","-","1.037"
"2023/05/07","11:30","0.958","-","1.055"
"2023/05/07","11:36","0.98","-","1.088"
"2023/05/07","11:42","1","-","1.113"
"2023/05/07","11:48","1.019","-","1.132"
"2023/05/07","11:54","1.036","-","1.142"
"2023/05/07","12:00","1.052","-","1.157"
"2023/05/07","12:06","1.067","-","1.165"
"2023/05/07","12:12","1.08","-","1.192"
"2023/05/07","12:18","1.092","-","1.211"
"2023/05/07","12:24","1.102","-","1.218"
"2023/05/07","12:30","1.111","-","1.222"
"2023/05/07","12:36","1.119","-","1.238"
"2023/05/07","12:42","1.125","-","1.24"
"2023/05/07","12:48","1.129","-","1.24"
"2023/05/07","12:54","1.132","-","1.255"
"2023/05/07","13:00","1.134","-","1.267"
"2023/05/07","13:06","1.134","-","1.274"
"2023/05/07","13:12","1.132","-","1.274"
"2023/05/07","13:18","1.129","-","1.271"
"2023/05/07","13:24","1.125","-","1.259"
"2023/05/07","13:30","1.119","-","1.247"
"2023/05/07","13:36","1.111","-","1.236"
"2023/05/07","13:42","1.102","-","1.223"
"2023/05/07","13:48","1.092","-","1.212"
"2023/05/07","13:54","1.08","-","1.208"
"2023/05/07","14:00","1.067","-","1.202"
"2023/05/07","14:06","1.053","-","1.192"
"2023/05/07","14:12","1.037","-","1.166"
"2023/05/07","14:18","1.02","-","1.148"
"2023/05/07","14:24","1.002","-","1.127"
"2023/05/07","14:30","0.982","-","1.111"
"2023/05/07","14:36","0.961","-","1.097"
"2023/05/07","14:42","0.94","-","1.072"
"2023/05/07","14:48","0.917","-","1.07"
"2023/05/07","14:54","0.893","-","1.055"
"2023/05/07","15:00","0.869","-","1.019"
"2023/05/07","15:06","0.843","-","0.998"
"2023/05/07","15:12","0.817","-","0.973"
"2023/05/07","15:18","0.79","-","0.935"
"2023/05/07","15:24","0.762","-","0.908"
"2023/05/07","15:30","0.734","-","0.875"
"2023/05/07","15:36","0.706","-","0.863"
"2023/05/07","15:42","0.677","-","0.819"
"2023/05/07","15:48","0.647","-","0.774"
"2023/05/07","15:54","0.618","-","0.756"
"2023/05/07","16:00","0.588","-","0.717"
"2023/05/07","16:06","0.558","-","0.689"
"2023/05/07","16:12","0.529","-","0.663"
"2023/05/07","16:18","0.499","-","0.627"
"2023/05/07","16:24","0.469","-","0.607"
"2023/05/07","16:30","0.44","-","0.588"
"2023/05/07","16:36","0.41","-","0.551"
"2023/05/07","16:42","0.381","-","0.514"
"2023/05/07","16:48","0.353","-","0.487"
"2023/05/07","16:54","0.325","-","0.465"
"2023/05/07","17:00","0.297","-","0.448"
"2023/05/07","17:06","0.27","-","0.413"
"2023/05/07","17:12","0.243","-","0.368"
"2023/05/07","17:18","0.217","-","0.332"
"2023/05/07","17:24","0.192","-","0.296"
"2023/05/07","17:30","0.168","-","0.262"
"2023/05/07","17:36","0.144","-","0.232"
"2023/05/07","17:42","0.122","-","0.226"
"2023/05/07","17:48","0.1","-","0.203"
"2023/05/07","17:54","0.079","-","0.18"
"2023/05/07","18:00","0.06","-","0.147"
"2023/05/07","18:06","0.041","-","0.124"
"2023/05/07","18:12","0.024","-","0.112"
"2023/05/07","18:18","0.008","-","0.084"
"2023/05/07","18:24","-0.007","-","0.071"
"2023/05/07","18:30","-0.021","-","0.053"
"2023/05/07","18:36","-0.033","-","0.037"
"2023/05/07","18:42","-0.043","-","0.023"
"2023/05/07","18:48","-0.053","-","0.021"
"2023/05/07","18:54","-0.06","-","0.014"
"2023/05/07","19:00","-0.066","-","-0.001"
"2023/05/07","19:06","-0.07","-","0"
"2023/05/07","19:12","-0.073","-","-0.004"
"2023/05/07","19:18","-0.073","-","0.018"
"2023/05/07","19:24","-0.072","-","0.03"
"2023/05/07","19:30","-0.069","-","0.038"
"2023/05/07","19:36","-0.064","-","0.037"
"2023/05/07","19:42","-0.058","-","0.047"
"2023/05/07","19:48","-0.049","-","0.046"
"2023/05/07","19:54","-0.038","-","0.066"
"2023/05/07","20:00","-0.026","-","0.095"
"2023/05/07","20:06","-0.011","-","0.094"
"2023/05/07","20:12","0.005","-","0.123"
"2023/05/07","20:18","0.024","-","0.15"
"2023/05/07","20:24","0.044","-","0.176"
"2023/05/07","20:30","0.066","-","0.201"
"2023/05/07","20:36","0.09","-","0.231"
"2023/05/07","20:42","0.116","-","0.262"
"2023/05/07","20:48","0.143","-","0.282"
"2023/05/07","20:54","0.172","-","0.338"
"2023/05/07","21:00","0.203","-","0.363"
"2023/05/07","21:06","0.235","-","0.397"
"2023/05/07","21:12","0.268","-","0.411"
"2023/05/07","21:18","0.302","-","0.454"
"2023/05/07","21:24","0.338","-","0.492"
"2023/05/07","21:30","0.375","-","0.528"
"2023/05/07","21:36","0.412","-","0.568"
"2023/05/07","21:42","0.451","-","0.591"
"2023/05/07","21:48","0.49","-","0.661"
"2023/05/07","21:54","0.53","-","0.68"
"2023/05/07","22:00","0.57","-","0.716"
"2023/05/07","22:06","0.61","-","0.742"
"2023/05/07","22:12","0.65","-","0.797"
"2023/05/07","22:18","0.691","-","0.836"
"2023/05/07","22:24","0.732","-","0.88"
"2023/05/07","22:30","0.772","-","0.904"
"2023/05/07","22:36","0.812","-","0.927"
"2023/05/07","22:42","0.852","-","0.95"
"2023/05/07","22:48","0.891","-","1.006"
"2023/05/07","22:54","0.93","-","1.041"
"2023/05/07","23:00","0.968","-","1.076"
"2023/05/07","23:06","1.005","-","1.106"
"2023/05/07","23:12","1.042","-","1.128"
"2023/05/07","23:18","1.077","-","1.169"
"2023/05/07","23:24","1.112","-","1.208"
"2023/05/07","23:30","1.145","-","1.23"
"2023/05/07","23:36","1.178","-","1.26"
"2023/05/07","23:42","1.209","-","1.286"
"2023/05/07","23:48","1.239","-","1.311"
"2023/05/07","23:54","1.268","-","1.326"
"2023/05/08","00:00","1.295","-","1.328"
"2023/05/08","00:06","1.321","-","1.348"
"2023/05/08","00:12","1.346","-","1.37"
"2023/05/08","00:18","1.369","-","1.381"
"2023/05/08","00:24","1.391","-","1.401"
"2023/05/08","00:30","1.411","-","1.413"
"2023/05/08","00:36","1.429","-","1.459"
"2023/05/08","00:42","1.447","-","1.463"
"2023/05/08","00:48","1.462","-","1.488"
"2023/05/08","00:54","1.476","-","1.486"
"2023/05/08","01:00","1.488","-","1.509"
"2023/05/08","01:06","1.499","-","1.528"
"2023/05/08","01:12","1.508","-","1.536"
"2023/05/08","01:18","1.515","-","1.542"
"2023/05/08","01:24","1.521","-","1.542"
"2023/05/08","01:30","1.524","-","1.527"
"2023/05/08","01:36","1.526","-","1.535"
"2023/05/08","01:42","1.527","-","1.537"
"2023/05/08","01:48","1.525","-","1.52"
"2023/05/08","01:54","1.522","-","1.542"
"2023/05/08","02:00","1.517","-","1.537"
"2023/05/08","02:06","1.51","-","1.531"
"2023/05/08","02:12","1.501","-","1.528"
"2023/05/08","02:18","1.491","-","1.507"
"2023/05/08","02:24","1.478","-","1.507"
"2023/05/08","02:30","1.465","-","1.495"
"2023/05/08","02:36","1.449","-","1.48"
"2023/05/08","02:42","1.432","-","1.467"
"2023/05/08","02:48","1.413","-","1.456"
"2023/05/08","02:54","1.393","-","1.435"
"2023/05/08","03:00","1.371","-","1.407"
"2023/05/08","03:06","1.347","-","1.377"
"2023/05/08","03:12","1.322","-","1.336"
"2023/05/08","03:18","1.296","-","1.307"
"2023/05/08","03:24","1.268","-","1.274"
"2023/05/08","03:30","1.24","-","1.243"
"2023/05/08","03:36","1.21","-","1.219"
"2023/05/08","03:42","1.179","-","1.211"
"2023/05/08","03:48","1.147","-","1.18"
"2023/05/08","03:54","1.114","-","1.14"
"2023/05/08","04:00","1.08","-","1.092"
"2023/05/08","04:06","1.046","-","1.045"
"2023/05/08","04:12","1.011","-","1.008"
"2023/05/08","04:18","0.975","-","0.966"
"2023/05/08","04:24","0.939","-","0.942"
"2023/05/08","04:30","0.902","-","0.902"
"2023/05/08","04:36","0.865","-","0.858"
"2023/05/08","04:42","0.828","-","0.821"
"2023/05/08","04:48","0.791","-","0.803"
"2023/05/08","04:54","0.754","-","0.766"
"2023/05/08","05:00","0.717","-","0.733"
"2023/05/08","05:06","0.679","-","0.72"
"2023/05/08","05:12","0.643","-","0.659"
"2023/05/08","05:18","0.606","-","0.608"
"2023/05/08","05:24","0.57","-","0.567"
"2023/05/08","05:30","0.534","-","0.538"
"2023/05/08","05:36","0.498","-","0.498"
"2023/05/08","05:42","0.463","-","0.46"
"2023/05/08","05:48","0.429","-","0.429"
"2023/05/08","05:54","0.396","-","0.413"
"2023/05/08","06:00","0.363","-","0.384"
"2023/05/08","06:06","0.331","-","0.344"
"2023/05/08","06:12","0.3","-","0.336"
"2023/05/08","06:18","0.27","-","0.292"
"2023/05/08","06:24","0.241","-","0.271"
"2023/05/08","06:30","0.213","-","0.24"
"2023/05/08","06:36","0.186","-","0.222"
"2023/05/08","06:42","0.161","-","0.211"
"2023/05/08","06:48","0.137","-","0.194"
"2023/05/08","06:54","0.114","-","0.15"
"2023/05/08","07:00","0.093","-","0.118"
"2023/05/08","07:06","0.073","-","0.098"
"2023/05/08","07:12","0.055","-","0.072"
"2023/05/08","07:18","0.038","-","0.06"
"2023/05/08","07:24","0.023","-","0.054"
"2023/05/08","07:30","0.01","-","0.031"
"2023/05/08","07:36","-0.002","-","0.011"
"2023/05/08","07:42","-0.011","-","0.016"
"2023/05/08","07:48","-0.019","-","0.005"
"2023/05/08","07:54","-0.025","-","-0.012"
"2023/05/08","08:00","-0.029","-","-0.029"
"2023/05/08","08:06","-0.031","-","-0.044"
"2023/05/08","08:12","-0.032","-","-0.077"
"2023/05/08","08:18","-0.03","-","-0.074"
"2023/05/08","08:24","-0.026","-","-0.026"
"2023/05/08","08:30","-0.02","-","0.004"
"2023/05/08","08:36","-0.013","-","-0.019"
"2023/05/08","08:42","-0.003","-","-0.01"
"2023/05/08","08:48","0.008","-","-0.003"
"2023/05/08","08:54","0.021","-","0.004"
"2023/05/08","09:00","0.036","-","0.016"
"2023/05/08","09:06","0.053","-","0.054"
"2023/05/08","09:12","0.072","-","0.079"
"2023/05/08","09:18","0.092","-","0.097"
"2023/05/08","09:24","0.113","-","0.108"
"2023/05/08","09:30","0.136","-","0.112"
"2023/05/08","09:36","0.16","-","0.159"
"2023/05/08","09:42","0.186","-","0.189"
"2023/05/08","09:48","0.212","-","0.204"
"2023/05/08","09:54","0.24","-","0.192"
"2023/05/08","10:00","0.268","-","0.219"
"2023/05/08","10:06","0.297","-","0.246"
"2023/05/08","10:12","0.327","-","0.252"
"2023/05/08","10:18","0.358","-","0.289"
"2023/05/08","10:24","0.389","-","0.329"
"2023/05/08","10:30","0.42","-","0.365"
"2023/05/08","10:36","0.451","-","0.393"
"2023/05/08","10:42","0.483","-","0.421"
"2023/05/08","10:48","0.514","-","0.442"
"2023/05/08","10:54","0.545","-","0.474"
"2023/05/08","11:00","0.577","-","0.512"
"2023/05/08","11:06","0.607","-","0.546"
"2023/05/08","11:12","0.638","-","0.574"
"2023/05/08","11:18","0.668","-","0.605"
"2023/05/08","11:24","0.697","-","0.666"
"2023/05/08","11:30","0.726","-","0.67"
"2023/05/08","11:36","0.753","-","0.696"
"2023/05/08","11:42","0.781","-","0.728"
"2023/05/08","11:48","0.807","-","0.745"
"2023/05/08","11:54","0.832","-","0.762"
"2023/05/08","12:00","0.857","-","0.784"
"2023/05/08","12:06","0.88","-","0.803"
"2023/05/08","12:12","0.903","-","0.824"
"2023/05/08","12:18","0.924","-","0.824"
"2023/05/08","12:24","0.944","-","0.859"
"2023/05/08","12:30","0.964","-","0.885"
"2023/05/08","12:36","0.981","-","0.906"
"2023/05/08","12:42","0.998","-","0.921"
"2023/05/08","12:48","1.014","-","0.932"
"2023/05/08","12:54","1.028","-","0.958"
"2023/05/08","13:00","1.041","-","0.99"
"2023/05/08","13:06","1.053","-","0.976"
"2023/05/08","13:12","1.064","-","1.007"
"2023/05/08","13:18","1.073","-","1.012"
"2023/05/08","13:24","1.081","-","1.022"
"2023/05/08","13:30","1.087","-","1.023"
"2023/05/08","13:36","1.092","-","1.035"
"2023/05/08","13:42","1.096","-","1.044"
"2023/05/08","13:48","1.099","-","1.065"
"2023/05/08","13:54","1.1","-","1.059"
"2023/05/08","14:00","1.099","-","1.069"
"2023/05/08","14:06","1.097","-","1.06"
"2023/05/08","14:12","1.094","-","1.053"
"2023/05/08","14:18","1.09","-","1.041"
"2023/05/08","14:24","1.084","-","1.053"
"2023/05/08","14:30","1.076","-","1.046"
"2023/05/08","14:36","1.067","-","1.039"
"2023/05/08","14:42","1.057","-","1.023"
"2023/05/08","14:48","1.045","-","0.999"
"2023/05/08","14:54","1.032","-","0.989"
"2023/05/08","15:00","1.018","-","0.985"
"2023/05/08","15:06","1.002","-","0.974"
"2023/05/08","15:12","0.986","-","0.969"
"2023/05/08","15:18","0.967","-","0.938"
"2023/05/08","15:24","0.948","-","0.901"
"2023/05/08","15:30","0.928","-","0.891"
"2023/05/08","15:36","0.906","-","0.88"
"2023/05/08","15:42","0.884","-","0.851"
"2023/05/08","15:48","0.86","-","0.848"
"2023/05/08","15:54","0.836","-","0.838"
"2023/05/08","16:00","0.81","-","0.822"
"2023/05/08","16:06","0.784","-","0.808"
"2023/05/08","16:12","0.758","-","0.778"
"2023/05/08","16:18","0.731","-","0.748"
"2023/05/08","16:24","0.703","-","0.728"
"2023/05/08","16:30","0.675","-","0.71"
"2023/05/08","16:36","0.646","-","0.682"
"2023/05/08","16:42","0.617","-","0.658"
"2023/05/08","16:48","0.588","-","0.641"
"2023/05/08","16:54","0.559","-","0.613"
"2023/05/08","17:00","0.53","-","0.577"
"2023/05/08","17:06","0.5","-","0.552"
"2023/05/08","17:12","0.471","-","0.533"
"2023/05/08","17:18","0.442","-","0.52"
"2023/05/08","17:24","0.414","-","0.512"
"2023/05/08","17:30","0.386","-","0.473"
"2023/05/08","17:36","0.358","-","0.444"
"2023/05/08","17:42","0.33","-","0.429"
"2023/05/08","17:48","0.303","-","0.381"
"2023/05/08","17:54","0.277","-","0.365"
"2023/05/08","18:00","0.251","-","0.349"
"2023/05/08","18:06","0.226","-","0.313"
"2023/05/08","18:12","0.202","-","0.291"
"2023/05/08","18:18","0.179","-","0.262"
"2023/05/08","18:24","0.157","-","0.23"
"2023/05/08","18:30","0.135","-","0.189"
"2023/05/08","18:36","0.115","-","0.18"
"2023/05/08","18:42","0.095","-","0.165"
"2023/05/08","18:48","0.077","-","0.147"
"2023/05/08","18:54","0.059","-","0.127"
"2023/05/08","19:00","0.043","-","0.114"
"2023/05/08","19:06","0.029","-","0.115"
"2023/05/08","19:12","0.015","-","0.086"
"2023/05/08","19:18","0.003","-","0.058"
"2023/05/08","19:24","-0.008","-","0.042"
"2023/05/08","19:30","-0.017","-","0.026"
"2023/05/08","19:36","-0.025","-","0.005"
"2023/05/08","19:42","-0.031","-","-0.009"
"2023/05/08","19:48","-0.036","-","-0.023"
"2023/05/08","19:54","-0.039","-","-0.038"
"2023/05/08","20:00","-0.04","-","-0.055"
"2023/05/08","20:06","-0.04","-","-0.064"
"2023/05/08","20:12","-0.038","-","-0.055"
"2023/05/08","20:18","-0.035","-","-0.056"
"2023/05/08","20:24","-0.029","-","-0.042"
"2023/05/08","20:30","-0.022","-","-0.042"
"2023/05/08","20:36","-0.013","-","-0.032"
"2023/05/08","20:42","-0.002","-","-0.02"
"2023/05/08","20:48","0.011","-","-0.008"
"2023/05/08","20:54","0.025","-","0.027"
"2023/05/08","21:00","0.041","-","0.047"
"2023/05/08","21:06","0.059","-","0.053"
"2023/05/08","21:12","0.079","-","0.082"
"2023/05/08","21:18","0.1","-","0.118"
"2023/05/08","21:24","0.123","-","0.146"
"2023/05/08","21:30","0.147","-","0.158"
"2023/05/08","21:36","0.173","-","0.203"
"2023/05/08","21:42","0.201","-","0.231"
"2023/05/08","21:48","0.23","-","0.268"
"2023/05/08","21:54","0.26","-","0.304"
"2023/05/08","22:00","0.291","-","0.331"
"2023/05/08","22:06","0.323","-","0.375"
"2023/05/08","22:12","0.357","-","0.41"
"2023/05/08","22:18","0.391","-","0.443"
"2023/05/08","22:24","0.426","-","0.48"
"2023/05/08","22:30","0.462","-","0.524"
"2023/05/08","22:36","0.499","-","0.569"
"2023/05/08","22:42","0.536","-","0.618"
"2023/05/08","22:48","0.573","-","0.666"
"2023/05/08","22:54","0.611","-","0.698"
"2023/05/08","23:00","0.648","-","0.746"
"2023/05/08","23:06","0.686","-","0.791"
"2023/05/08","23:12","0.724","-","0.836"
"2023/05/08","23:18","0.762","-","0.892"
"2023/05/08","23:24","0.799","-","0.912"
"2023/05/08","23:30","0.837","-","0.952"
"2023/05/08","23:36","0.873","-","0.983"
"2023/05/08","23:42","0.91","-","1.02"
"2023/05/08","23:48","0.945","-","1.058"
"2023/05/08","23:54","0.981","-","1.111"
