scan	depth	temp	conductivity	density	salinity	time	turbidity	cdom	chlor_a	ox_sat	lat	long	flag
70972	9.279	19.7351	4.763351	1024.8598	34.9838	736620105	1.581	0	0.4921	7.43213	34.18344	-77.76092	0
70973	9.281	19.7352	4.763233	1024.8589	34.9827	736620105	1.543	0	0.5005	7.43215	34.18344	-77.76092	0
70974	9.297	19.7353	4.763333	1024.8595	34.9834	736620105	1.541	0	0.50431	7.43211	34.18344	-77.76092	0
70975	9.306	19.7354	4.763367	1024.8597	34.9836	736620105	1.566	0	0.51118	7.43209	34.18344	-77.76092	0
70976	9.308	19.7354	4.763332	1024.8594	34.9833	736620106	1.577	0	0.5127	7.4321	34.18342	-77.76098	0
70977	9.315	19.7355	4.763359	1024.8596	34.9835	736620106	1.583	0	0.49821	7.43209	34.18342	-77.76098	0
70978	9.316	19.7354	4.763323	1024.8595	34.9833	736620106	1.553	0	0.49973	7.43211	34.18344	-77.76094	0
70979	9.321	19.7352	4.763323	1024.8597	34.9835	736620106	1.583	0	0.5127	7.43213	34.18344	-77.76094	0
70980	9.329	19.7353	4.763332	1024.8597	34.9834	736620106	1.555	0	0.51423	7.43211	34.18344	-77.76094	0
70981	9.328	19.7353	4.763303	1024.8595	34.9832	736620106	1.579	0	0.52033	7.43213	34.18344	-77.76094	0
70982	9.334	19.7351	4.763335	1024.8599	34.9836	736620106	1.579	0	0.52186	7.43213	34.18344	-77.76094	0
70983	9.331	19.7353	4.763367	1024.8598	34.9837	736620106	1.562	0	0.57679	7.43209	34.18344	-77.76094	0
70984	9.334	19.7352	4.763325	1024.8597	34.9835	736620107	1.598	0	0.52415	7.43213	34.1834	-77.761	0
70985	9.343	19.735	4.763303	1024.8598	34.9834	736620107	1.669	0	0.52491	7.43215	34.1834	-77.761	0
70986	9.334	19.7349	4.763259	1024.8596	34.9832	736620107	1.598	0	0.52949	7.43218	34.18342	-77.76096	0
70987	9.334	19.7349	4.763329	1024.86	34.9837	736620107	1.612	0	0.51499	7.43215	34.18342	-77.76096	0
70988	9.341	19.7351	4.763348	1024.86	34.9837	736620107	1.585	0	0.51804	7.43213	34.18342	-77.76096	0
70989	9.341	19.7353	4.763373	1024.86	34.9838	736620107	1.585	0	0.52186	7.4321	34.18342	-77.76096	0
70990	9.348	19.7356	4.763405	1024.8599	34.9838	736620107	1.612	0	0.55161	7.43206	34.18342	-77.76096	0
70991	9.347	19.7359	4.763417	1024.8597	34.9836	736620107	1.596	0	0.54932	7.43202	34.18342	-77.76096	0
70992	9.352	19.7362	4.763491	1024.86	34.984	736620107	1.602	0	0.54246	7.43197	34.18342	-77.76096	0
70993	9.349	19.7363	4.763526	1024.8601	34.9842	736620108	1.6	0	0.52644	7.43195	34.18338	-77.76102	0
70994	9.361	19.7366	4.763563	1024.8601	34.9842	736620108	1.625	0	0.52033	7.4319	34.18338	-77.76102	0
70995	9.367	19.7371	4.76371	1024.8605	34.985	736620108	1.585	0	0.52491	7.43179	34.1834	-77.76098	0
70996	9.37	19.7371	4.76371	1024.8606	34.9851	736620108	1.577	0	0.52949	7.4318	34.1834	-77.76098	0
70997	9.371	19.7369	4.763675	1024.8606	34.9849	736620108	1.564	0	0.53407	7.43183	34.1834	-77.76098	0
70998	9.378	19.7371	4.763723	1024.8607	34.9851	736620108	1.595	0	0.53025	7.43179	34.1834	-77.76098	0
70999	9.374	19.7376	4.763748	1024.8604	34.985	736620108	1.579	0	0.52033	7.43174	34.1834	-77.76098	0
71000	9.384	19.7379	4.763802	1024.8605	34.9851	736620108	1.614	0	0.52338	7.43169	34.1834	-77.76098	0
71001	9.385	19.7382	4.763855	1024.8606	34.9853	736620109	1.558	0	0.51728	7.43164	34.18336	-77.76104	0
71002	9.391	19.7383	4.763828	1024.8604	34.985	736620109	1.602	0	0.51499	7.43164	34.18336	-77.76104	0
71003	9.391	19.7382	4.763806	1024.8603	34.9849	736620109	1.602	0	0.51118	7.43166	34.18338	-77.761	0
71004	9.39	19.7386	4.763857	1024.8603	34.985	736620109	1.587	0	0.51423	7.4316	34.18338	-77.761	0
71005	9.388	19.739	4.763947	1024.8605	34.9854	736620109	1.568	0	0.53025	7.43153	34.18338	-77.761	0
71006	9.39	19.7393	4.763986	1024.8604	34.9854	736620109	1.598	0	0.51957	7.43147	34.18338	-77.761	0
71007	9.392	19.7397	4.764	1024.8601	34.9852	736620109	1.627	0	0.55238	7.43143	34.18338	-77.761	0
71008	9.388	19.7405	4.764133	1024.8602	34.9856	736620110	1.625	0	0.52338	7.4313	34.18334	-77.76106	0
71009	9.386	19.741	4.764184	1024.8601	34.9856	736620110	1.65	0	0.50278	7.43123	34.18336	-77.76102	0
71010	9.383	19.7415	4.764244	1024.8601	34.9858	736620110	1.6	0	0.51881	7.43116	34.18336	-77.76102	0
71011	9.389	19.7417	4.764272	1024.8601	34.9858	736620110	1.596	0	0.51652	7.43113	34.18336	-77.76102	0
71012	9.391	19.7418	4.764286	1024.86	34.9858	736620110	1.61	0	0.50813	7.43111	34.18336	-77.76102	0
71013	9.39	19.742	4.764317	1024.8601	34.9859	736620110	1.581	0	0.51804	7.43109	34.18336	-77.76102	0
71014	9.391	19.7424	4.764356	1024.8599	34.9859	736620110	1.648	0	0.51499	7.43103	34.18336	-77.76102	0
71015	9.401	19.7428	4.764396	1024.8599	34.9859	736620110	1.652	0	0.53483	7.43098	34.18336	-77.76102	0
71016	9.399	19.7433	4.764428	1024.8596	34.9857	736620111	1.612	0	0.51041	7.43092	34.18332	-77.76108	0
71017	9.391	19.7438	4.76453	1024.8598	34.9862	736620111	1.583	0	0.5066	7.43083	34.18332	-77.76108	0
71018	9.386	19.744	4.764533	1024.8596	34.986	736620111	1.57	0	0.49744	7.43081	34.18334	-77.76106	0
71019	9.39	19.7444	4.764383	1024.8583	34.9845	736620111	1.568	0	0.48829	7.43082	34.18334	-77.76106	0
71020	9.397	19.7448	4.764454	1024.8584	34.9847	736620111	1.583	0	0.49287	7.43076	34.18334	-77.76106	0
71021	9.393	19.7462	4.764737	1024.8589	34.9858	736620111	1.568	0	0.49897	7.43051	34.18334	-77.76106	0
71022	9.386	19.7475	4.764944	1024.8591	34.9865	736620111	1.623	0	0.51575	7.43031	34.18334	-77.76106	0
71023	9.386	19.7469	4.764914	1024.8594	34.9867	736620111	1.598	0	0.56229	7.43038	34.18334	-77.76106	0
71024	9.398	19.747	4.764848	1024.8589	34.9861	736620111	1.612	0	0.53712	7.43039	34.18334	-77.76106	0
71025	9.395	19.7471	4.764918	1024.8592	34.9866	736620112	1.595	0	0.53864	7.43036	34.1833	-77.7611	0
71026	9.399	19.7476	4.764978	1024.8593	34.9867	736620112	1.654	0	0.5333	7.43029	34.18332	-77.76108	0
71027	9.409	19.7482	4.765113	1024.8596	34.9873	736620112	1.633	0	0.5211	7.43018	34.18332	-77.76108	0
71028	9.421	19.7494	4.765268	1024.8596	34.9876	736620112	1.575	0	0.51041	7.43001	34.18332	-77.76108	0
71029	9.437	19.7502	4.765321	1024.8592	34.9873	736620112	1.549	0	0.50126	7.4299	34.18332	-77.76108	0
71030	9.435	19.7508	4.765382	1024.859	34.9873	736620112	1.575	0	0.50813	7.42982	34.18332	-77.76108	0
71031	9.444	19.7522	4.765585	1024.8591	34.9878	736620112	1.61	0	0.48219	7.42961	34.18332	-77.76108	0
71032	9.447	19.7527	4.765649	1024.8591	34.9879	736620112	1.572	0	0.47532	7.42953	34.18332	-77.76108	0
71033	9.447	19.753	4.765594	1024.8585	34.9872	736620113	1.595	0	0.49134	7.42953	34.18328	-77.76112	0
71034	9.443	19.7534	4.765725	1024.8589	34.988	736620113	1.581	0	0.48371	7.42944	34.1833	-77.7611	0
71035	9.439	19.7546	4.765882	1024.8588	34.9883	736620113	1.6	0	0.48447	7.42927	34.1833	-77.7611	0
71036	9.427	19.7557	4.766057	1024.8588	34.9888	736620113	1.616	0	0.5005	7.42909	34.1833	-77.7611	0
71037	9.428	19.756	4.766158	1024.8592	34.9894	736620113	1.621	0	0.50736	7.42903	34.1833	-77.7611	0
71038	9.421	19.7557	4.766046	1024.8587	34.9887	736620113	1.65	0	0.52796	7.42909	34.1833	-77.7611	0
71039	9.414	19.7556	4.76599	1024.8585	34.9883	736620113	1.642	0	0.51881	7.42912	34.1833	-77.7611	0
71040	9.395	19.7557	4.76602	1024.8585	34.9885	736620113	1.629	0	0.49821	7.4291	34.1833	-77.7611	0
71041	9.384	19.7558	4.766034	1024.8585	34.9886	736620114	1.617	0	0.486	7.42909	34.18326	-77.76114	0
71042	9.365	19.7558	4.766038	1024.8584	34.9885	736620114	1.623	0	0.5211	7.42908	34.18326	-77.76114	0
71043	9.345	19.7552	4.765979	1024.8585	34.9886	736620114	1.612	0	0.55467	7.42917	34.18328	-77.76112	0
71044	9.323	19.7552	4.76597	1024.8583	34.9885	736620114	1.621	0	0.54322	7.42917	34.18328	-77.76112	0
71045	9.309	19.7552	4.765967	1024.8583	34.9885	736620114	1.692	0	0.50813	7.42917	34.18328	-77.76112	0
71046	9.29	19.7552	4.766024	1024.8585	34.989	736620114	1.715	0	0.49363	7.42915	34.18328	-77.76112	0
71047	9.275	19.7549	4.765939	1024.8582	34.9885	736620114	1.648	0	0.486	7.42921	34.18328	-77.76112	0
71048	9.266	19.7546	4.765948	1024.8585	34.9889	736620115	1.625	0	0.51347	7.42923	34.18324	-77.76116	0
71049	9.24	19.7545	4.765878	1024.858	34.9884	736620115	1.621	0	0.50736	7.42927	34.18326	-77.76114	0
71050	9.222	19.7547	4.765926	1024.8581	34.9886	736620115	1.61	0	0.53635	7.42923	34.18326	-77.76114	0
71051	9.205	19.7539	4.765712	1024.8574	34.9875	736620115	1.6	0	0.53864	7.42939	34.18326	-77.76114	0
71052	9.182	19.755	4.765878	1024.8573	34.988	736620115	1.585	0	0.53483	7.42922	34.18326	-77.76114	0
71053	9.158	19.7562	4.766117	1024.8576	34.9889	736620115	1.616	0	0.49668	7.42901	34.18326	-77.76114	0
71054	9.132	19.7571	4.766202	1024.8572	34.9889	736620115	1.663	0	0.48753	7.42889	34.18326	-77.76114	0
71055	9.112	19.7578	4.766218	1024.8567	34.9885	736620115	1.665	0	0.49439	7.42881	34.18326	-77.76114	0
71056	9.088	19.7592	4.766365	1024.8562	34.9885	736620116	1.61	0	0.49592	7.42862	34.18324	-77.7612	0
71057	9.057	19.7603	4.766524	1024.8561	34.989	736620116	1.616	0	0.49058	7.42846	34.18324	-77.7612	0
71058	9.031	19.7612	4.766611	1024.8558	34.9889	736620116	1.658	0	0.48295	7.42833	34.18324	-77.76116	0
71059	9.011	19.7616	4.76667	1024.8557	34.989	736620116	1.616	0	0.47532	7.42827	34.18324	-77.76116	0
71060	8.984	19.762	4.766676	1024.8553	34.9888	736620116	1.633	0	0.49134	7.42823	34.18324	-77.76116	0
71061	8.969	19.7622	4.766737	1024.8554	34.9892	736620116	1.619	0	0.50431	7.42819	34.18324	-77.76116	0
71062	8.949	19.7619	4.766679	1024.8552	34.9889	736620116	1.621	0	0.50507	7.42824	34.18324	-77.76116	0
71063	8.921	19.7627	4.766695	1024.8545	34.9884	736620116	1.633	0	0.50813	7.42815	34.18324	-77.76116	0
71064	8.907	19.7637	4.766858	1024.8545	34.9889	736620117	1.648	0	0.50507	7.42799	34.18322	-77.76122	0
71065	8.881	19.7643	4.766911	1024.8543	34.9889	736620117	1.64	0	0.50736	7.42792	34.18322	-77.76122	0
71066	8.869	19.7647	4.766918	1024.8539	34.9886	736620117	1.612	0	0.52338	7.42787	34.18322	-77.7612	0
71067	8.854	19.7648	4.766899	1024.8536	34.9883	736620117	1.583	0	0.50278	7.42787	34.18322	-77.7612	0
71068	8.827	19.7648	4.766895	1024.8535	34.9883	736620117	1.619	0	0.49973	7.42787	34.18322	-77.7612	0
71069	8.805	19.7659	4.766978	1024.8529	34.9881	736620117	1.642	0	0.52186	7.42773	34.18322	-77.7612	0
71070	8.79	19.7672	4.767214	1024.8532	34.989	736620117	1.646	0	0.54627	7.42751	34.18322	-77.7612	0
71071	8.767	19.768	4.767321	1024.853	34.9892	736620117	1.644	0	0.50355	7.42739	34.18322	-77.7612	0
71072	8.751	19.7685	4.767331	1024.8526	34.9889	736620117	1.619	0	0.51118	7.42734	34.18322	-77.7612	0
71073	8.727	19.7691	4.767375	1024.8522	34.9887	736620118	1.617	0	0.49134	7.42726	34.1832	-77.76124	0
71074	8.701	19.7697	4.767401	1024.8517	34.9884	736620118	1.637	0	0.54856	7.42719	34.1832	-77.76124	0
71075	8.672	19.7696	4.767417	1024.8518	34.9887	736620118	1.652	0	0.50355	7.4272	34.1832	-77.7612	0
71076	8.653	19.7694	4.767232	1024.8507	34.9873	736620118	1.595	0	0.47227	7.42728	34.1832	-77.7612	0
71077	8.628	19.7694	4.767258	1024.8508	34.9875	736620118	1.608	0	0.47913	7.42727	34.1832	-77.7612	0
71078	8.604	19.7694	4.767277	1024.8508	34.9877	736620118	1.591	0	0.4799	7.42727	34.1832	-77.7612	0
71079	8.583	19.7695	4.767245	1024.8505	34.9874	736620118	1.616	0	0.47456	7.42727	34.1832	-77.7612	0
71080	8.57	19.7702	4.767344	1024.8504	34.9876	736620118	1.658	0	0.47532	7.42716	34.1832	-77.7612	0
71081	8.551	19.7714	4.767604	1024.8509	34.9888	736620119	1.635	0	0.47913	7.42695	34.18318	-77.76126	0
71082	8.526	19.7717	4.767663	1024.8508	34.989	736620119	1.617	0	0.46769	7.4269	34.18318	-77.76126	0
71083	8.511	19.7718	4.767627	1024.8505	34.9886	736620119	1.629	0	0.47761	7.4269	34.1832	-77.76122	0
71084	8.481	19.7716	4.767534	1024.8499	34.988	736620119	1.633	0	0.47837	7.42695	34.1832	-77.76122	0
71085	8.457	19.7713	4.767509	1024.8499	34.988	736620119	1.617	0	0.486	7.42699	34.1832	-77.76122	0
71086	8.435	19.7705	4.767404	1024.8499	34.9879	736620119	1.608	0	0.49363	7.42711	34.1832	-77.76122	0
71087	8.423	19.7688	4.767178	1024.85	34.9875	736620119	1.568	0	0.48142	7.42736	34.1832	-77.76122	0
71088	8.404	19.7678	4.766847	1024.8487	34.9855	736620120	1.56	0	0.45243	7.42758	34.18316	-77.76128	0
71089	8.373	19.7699	4.767277	1024.8494	34.9873	736620120	1.6	0	0.45777	7.42721	34.18318	-77.76126	0
71090	8.359	19.7719	4.767677	1024.8501	34.989	736620120	1.614	0	0.45624	7.42687	34.18318	-77.76126	0
71091	8.347	19.7726	4.767696	1024.8495	34.9886	736620120	1.596	0	0.46616	7.42679	34.18318	-77.76126	0
71092	8.325	19.7728	4.767687	1024.8491	34.9883	736620120	1.602	0	0.46845	7.42677	34.18318	-77.76126	0
71093	8.312	19.7734	4.767652	1024.8484	34.9876	736620120	1.61	0	0.46998	7.42673	34.18318	-77.76126	0
71094	8.284	19.7739	4.767836	1024.849	34.9887	736620120	1.619	0	0.46845	7.42661	34.18318	-77.76126	0
71095	8.259	19.7742	4.767805	1024.8483	34.9881	736620120	1.675	0	0.46464	7.42659	34.18318	-77.76126	0
71096	8.247	19.7749	4.767901	1024.8483	34.9883	736620121	1.629	0	0.48066	7.42648	34.18314	-77.7613	0
71097	8.229	19.7755	4.767996	1024.8483	34.9887	736620121	1.616	0	0.47227	7.42639	34.18314	-77.7613	0
71098	8.212	19.7761	4.76806	1024.8481	34.9887	736620121	1.642	0	0.46998	7.42631	34.18316	-77.76128	0
71099	8.2	19.7762	4.768044	1024.8479	34.9885	736620121	1.65	0	0.46311	7.42631	34.18316	-77.76128	0
71100	8.178	19.7759	4.767964	1024.8476	34.9881	736620121	1.612	0	0.46769	7.42637	34.18316	-77.76128	0
71101	8.161	19.7755	4.767944	1024.8477	34.9883	736620121	1.638	0	0.48142	7.42641	34.18316	-77.76128	0
71102	8.14	19.7749	4.767878	1024.8477	34.9882	736620121	1.638	0	0.48524	7.42649	34.18316	-77.76128	0
71103	8.122	19.7745	4.767811	1024.8475	34.988	736620121	1.637	0	0.49363	7.42655	34.18316	-77.76128	0
71104	8.113	19.7752	4.767891	1024.8474	34.9881	736620121	1.633	0	0.49897	7.42646	34.18316	-77.76128	0
71105	8.102	19.776	4.767926	1024.8468	34.9877	736620122	1.659	0	0.50431	7.42636	34.18312	-77.76132	0
71106	8.086	19.7767	4.768056	1024.847	34.9882	736620122	1.646	0	0.52338	7.42625	34.18314	-77.7613	0
71107	8.067	19.7771	4.767885	1024.8455	34.9865	736620122	1.638	0	0.48905	7.42627	34.18314	-77.7613	0
71108	8.05	19.7774	4.768094	1024.8465	34.988	736620122	1.656	0	0.46845	7.42617	34.18314	-77.7613	0
71109	8.028	19.7772	4.768082	1024.8465	34.988	736620122	1.663	0	0.46159	7.42619	34.18314	-77.7613	0
71110	8.019	19.7767	4.768059	1024.8467	34.9882	736620122	1.638	0	0.46845	7.42624	34.18314	-77.7613	0
71111	7.996	19.7763	4.768008	1024.8466	34.9881	736620122	1.656	0	0.46769	7.4263	34.18314	-77.7613	0
71112	7.977	19.7762	4.767928	1024.8462	34.9876	736620122	1.652	0	0.45167	7.42635	34.18314	-77.7613	0
71113	7.971	19.7762	4.767961	1024.8464	34.9879	736620123	1.61	0	0.44938	7.42633	34.1831	-77.76136	0
71114	7.952	19.7765	4.76805	1024.8466	34.9884	736620123	1.659	0	0.46006	7.42627	34.18312	-77.76132	0
71115	7.94	19.7767	4.767967	1024.8458	34.9875	736620123	1.652	0	0.48066	7.42627	34.18312	-77.76132	0
71116	7.926	19.7772	4.768072	1024.846	34.9879	736620123	1.612	0	0.49134	7.42619	34.18312	-77.76132	0
71117	7.912	19.7766	4.768041	1024.8463	34.9882	736620123	1.614	0	0.46693	7.42626	34.18312	-77.76132	0
71118	7.902	19.7753	4.767785	1024.8458	34.9872	736620123	1.644	0	0.4921	7.42648	34.18312	-77.76132	0
71119	7.897	19.7748	4.767639	1024.8453	34.9864	736620123	1.638	0	0.46082	7.42658	34.18312	-77.76132	0
71120	7.882	19.7755	4.767871	1024.8461	34.9878	736620123	1.644	0	0.45014	7.42643	34.18312	-77.76132	0
71121	7.867	19.7761	4.767926	1024.8458	34.9877	736620124	1.6	0	0.44099	7.42635	34.18308	-77.76138	0
71122	7.855	19.7761	4.767938	1024.8459	34.9879	736620124	1.577	0	0.45624	7.42635	34.18308	-77.76138	0
71123	7.842	19.7762	4.767908	1024.8455	34.9875	736620124	1.56	0	0.45548	7.42635	34.1831	-77.76136	0
71124	7.83	19.7761	4.76791	1024.8455	34.9876	736620124	1.575	0	0.44785	7.42635	34.1831	-77.76136	0
71125	7.828	19.7763	4.767926	1024.8455	34.9876	736620124	1.595	0	0.44251	7.42633	34.1831	-77.76136	0
71126	7.823	19.7764	4.76799	1024.8458	34.988	736620124	1.568	0	0.44862	7.4263	34.1831	-77.76136	0
71127	7.813	19.776	4.767949	1024.8458	34.988	736620124	1.614	0	0.44785	7.42635	34.1831	-77.76136	0
71128	7.797	19.7757	4.767805	1024.8452	34.9871	736620125	1.629	0	0.44785	7.42644	34.18306	-77.7614	0
71129	7.793	19.776	4.767884	1024.8453	34.9874	736620125	1.633	0	0.45548	7.42637	34.18308	-77.76138	0
71130	7.791	19.7768	4.767979	1024.8452	34.9876	736620125	1.598	0	0.44251	7.42627	34.18308	-77.76138	0
71131	7.786	19.7772	4.768091	1024.8455	34.9881	736620125	1.606	0	0.44404	7.42618	34.18308	-77.76138	0
71132	7.773	19.7771	4.768066	1024.8454	34.9881	736620125	1.661	0	0.44862	7.4262	34.18308	-77.76138	0
71133	7.76	19.776	4.767882	1024.8452	34.9874	736620125	1.659	0	0.45777	7.42637	34.18308	-77.76138	0
71134	7.752	19.7755	4.767783	1024.845	34.9871	736620125	1.635	0	0.45319	7.42646	34.18308	-77.76138	0
71135	7.742	19.7756	4.767805	1024.845	34.9872	736620125	1.623	0	0.45396	7.42645	34.18308	-77.76138	0
71136	7.733	19.776	4.767868	1024.845	34.9874	736620126	1.591	0	0.46387	7.42638	34.18304	-77.76142	0
71137	7.727	19.777	4.768082	1024.8454	34.9883	736620126	1.566	0	0.46464	7.42621	34.18304	-77.76142	0
71138	7.717	19.7777	4.768095	1024.8448	34.9878	736620126	1.596	0	0.4715	7.42613	34.18306	-77.7614	0
71139	7.711	19.778	4.768126	1024.8447	34.9879	736620126	1.596	0	0.46235	7.42609	34.18306	-77.7614	0
71140	7.705	19.7779	4.768138	1024.8449	34.988	736620126	1.6	0	0.47456	7.4261	34.18306	-77.7614	0
71141	7.69	19.7774	4.768122	1024.8452	34.9883	736620126	1.604	0	0.45319	7.42615	34.18306	-77.7614	0
71142	7.681	19.7756	4.767708	1024.8441	34.9864	736620126	1.593	0	0.44556	7.42647	34.18306	-77.7614	0
71143	7.672	19.7758	4.767697	1024.8439	34.9862	736620126	1.583	0	0.44404	7.42646	34.18306	-77.7614	0
71144	7.661	19.7763	4.767884	1024.8445	34.9873	736620126	1.593	0	0.46159	7.42634	34.18306	-77.7614	0
71145	7.648	19.7767	4.767891	1024.8441	34.987	736620127	1.583	0	0.45548	7.4263	34.18302	-77.76144	0
71146	7.631	19.777	4.767947	1024.8442	34.9872	736620127	1.663	0	0.44709	7.42625	34.18304	-77.76142	0
71147	7.63	19.7768	4.76799	1024.8446	34.9877	736620127	1.612	0	0.44785	7.42625	34.18304	-77.76142	0
71148	7.624	19.7754	4.767774	1024.8445	34.9871	736620127	1.558	0	0.45167	7.42647	34.18304	-77.76142	0
71149	7.608	19.7771	4.767831	1024.8433	34.9862	736620127	1.543	0	0.45777	7.42628	34.18304	-77.76142	0
71150	7.598	19.7786	4.76826	1024.8446	34.9885	736620127	1.587	0	0.4654	7.42598	34.18304	-77.76142	0
71151	7.598	19.7793	4.768324	1024.8443	34.9884	736620127	1.616	0	0.46082	7.42588	34.18304	-77.76142	0
71152	7.591	19.7798	4.768368	1024.8441	34.9884	736620127	1.644	0	0.44709	7.42582	34.18304	-77.76142	0
71153	7.581	19.7797	4.768412	1024.8444	34.9888	736620128	1.612	0	0.43259	7.42581	34.18302	-77.76146	0
71154	7.572	19.7768	4.767929	1024.844	34.9873	736620128	1.587	0	0.43717	7.42628	34.18302	-77.76146	0
71155	7.561	19.7752	4.767508	1024.8428	34.9852	736620128	1.558	0	0.44633	7.42659	34.18304	-77.76144	0
71156	7.546	19.7758	4.767653	1024.843	34.9858	736620128	1.564	0	0.47074	7.42647	34.18304	-77.76144	0
71157	7.524	19.7771	4.768002	1024.844	34.9877	736620128	1.598	0	0.56382	7.42622	34.18304	-77.76144	0
71158	7.514	19.7779	4.76803	1024.8434	34.9872	736620128	1.57	0	0.52338	7.42613	34.18304	-77.76144	0
71159	7.504	19.7788	4.768241	1024.8438	34.9881	736620128	1.585	0	0.49744	7.42596	34.18304	-77.76144	0
71160	7.492	19.7794	4.768295	1024.8436	34.9881	736620129	1.589	0	0.47913	7.42588	34.183	-77.76148	0
71161	7.487	19.7785	4.768161	1024.8436	34.9878	736620129	1.583	0	0.46921	7.42602	34.18302	-77.76146	0
71162	7.47	19.7776	4.767916	1024.8427	34.9865	736620129	1.579	0	0.46082	7.4262	34.18302	-77.76146	0
71163	7.457	19.7775	4.767986	1024.8432	34.9872	736620129	1.602	0	0.45777	7.42618	34.18302	-77.76146	0
71164	7.449	19.7766	4.76787	1024.8433	34.987	736620129	1.574	0	0.44938	7.42631	34.18302	-77.76146	0
71165	7.434	19.7767	4.767798	1024.8427	34.9863	736620129	1.596	0	0.42802	7.42633	34.18302	-77.76146	0
71166	7.416	19.7773	4.767938	1024.843	34.987	736620129	1.564	0	0.43183	7.42622	34.18302	-77.76146	0
71167	7.41	19.7785	4.768149	1024.8432	34.9877	736620129	1.575	0	0.44404	7.42602	34.18302	-77.76146	0
71168	7.407	19.7785	4.768123	1024.843	34.9875	736620130	1.591	0	0.45319	7.42604	34.18298	-77.76152	0
71169	7.396	19.7788	4.768133	1024.8427	34.9873	736620130	1.627	0	0.45701	7.426	34.18298	-77.76152	0
71170	7.378	19.7781	4.768117	1024.8432	34.9878	736620130	1.633	0	0.45472	7.42607	34.183	-77.76148	0
71171	7.367	19.7742	4.767611	1024.8435	34.9869	736620130	1.606	0	0.43641	7.42665	34.183	-77.76148	0
71172	7.369	19.7733	4.767006	1024.8405	34.9826	736620130	1.549	0	0.42649	7.42695	34.183	-77.76148	0
71173	7.36	19.7763	4.7679	1024.8434	34.9875	736620130	1.562	0	0.44633	7.42633	34.183	-77.76148	0
71174	7.351	19.7748	4.767668	1024.8432	34.9869	736620130	1.556	0	0.44327	7.42657	34.183	-77.76148	0
71175	7.341	19.775	4.767399	1024.8413	34.9845	736620130	1.553	0	0.43336	7.42664	34.183	-77.76148	0
71176	7.338	19.7758	4.767731	1024.8427	34.9866	736620130	1.619	0	0.42725	7.42645	34.183	-77.76148	0
71177	7.329	19.7748	4.767458	1024.8418	34.9851	736620131	1.661	0	0.41199	7.42664	34.18296	-77.76154	0
71178	7.322	19.7766	4.76769	1024.8417	34.9856	736620131	1.644	0	0.41276	7.42638	34.18298	-77.7615	0
71179	7.319	19.7779	4.767802	1024.8412	34.9854	736620131	1.6	0	0.42344	7.42621	34.18298	-77.7615	0
71180	7.312	19.7792	4.768247	1024.8427	34.988	736620131	1.6	0	0.43793	7.42592	34.18298	-77.7615	0
71181	7.304	19.7784	4.767906	1024.8413	34.9858	736620131	1.595	0	0.44785	7.42612	34.18298	-77.7615	0
71182	7.296	19.7788	4.76805	1024.8418	34.9867	736620131	1.602	0	0.44022	7.42603	34.18298	-77.7615	0
71183	7.287	19.7776	4.767817	1024.8414	34.9858	736620131	1.598	0	0.43793	7.42624	34.18298	-77.7615	0
71184	7.29	19.7782	4.767859	1024.8411	34.9856	736620131	1.549	0	0.43488	7.42616	34.18298	-77.7615	0
71185	7.286	19.7783	4.768133	1024.8427	34.9878	736620132	1.547	0	0.44404	7.42605	34.18294	-77.76156	0
71186	7.271	19.7778	4.767792	1024.841	34.9854	736620132	1.568	0	0.44938	7.42622	34.18294	-77.76156	0
71187	7.269	19.7782	4.767887	1024.8412	34.9858	736620132	1.602	0	0.4387	7.42614	34.18296	-77.76152	0
71188	7.261	19.7806	4.76832	1024.8417	34.9874	736620132	1.577	0	0.4509	7.42575	34.18296	-77.76152	0
71189	7.259	19.7812	4.76844	1024.842	34.9879	736620132	1.583	0	0.4387	7.42565	34.18296	-77.76152	0
71190	7.251	19.7809	4.768285	1024.8412	34.9868	736620132	1.577	0	0.43259	7.42573	34.18296	-77.76152	0
71191	7.244	19.7817	4.768416	1024.8413	34.9873	736620132	1.589	0	0.42878	7.42561	34.18296	-77.76152	0
71192	7.236	19.782	4.768472	1024.8414	34.9875	736620132	1.581	0	0.42649	7.42556	34.18296	-77.76152	0
71193	7.234	19.7822	4.76847	1024.8411	34.9873	736620133	1.596	0	0.42267	7.42553	34.18292	-77.76158	0
71194	7.232	19.7826	4.76853	1024.8411	34.9875	736620133	1.587	0	0.43107	7.42547	34.18292	-77.76158	0
71195	7.227	19.7831	4.768476	1024.8404	34.9866	736620133	1.581	0	0.43641	7.42545	34.18294	-77.76156	0
71196	7.223	19.7834	4.768469	1024.84	34.9863	736620133	1.598	0	0.42802	7.42541	34.18294	-77.76156	0
71197	7.214	19.7834	4.768436	1024.8397	34.986	736620133	1.598	0	0.43793	7.42542	34.18294	-77.76156	0
71198	7.208	19.7835	4.768651	1024.841	34.9877	736620133	1.589	0	0.45396	7.42534	34.18294	-77.76156	0
71199	7.203	19.783	4.768562	1024.8408	34.9874	736620133	1.577	0	0.45548	7.42542	34.18294	-77.76156	0
71200	7.205	19.7825	4.768483	1024.8408	34.9872	736620134	1.596	0	0.44862	7.4255	34.1829	-77.7616	0
71201	7.201	19.7817	4.768326	1024.8406	34.9866	736620134	1.635	0	0.45167	7.42564	34.18292	-77.76158	0
