scan	depth	temp	conductivity	density	salinity	time	turbidity	cdom	chlor_a	ox_sat	lat	long	flag
69000	4.365	19.7744	4.766426	1024.8235	34.9781	736619858	1.574	0	0.39216	7.42701	34.18818	-77.7561	0
69001	4.372	19.774	4.766384	1024.8236	34.978	736619858	1.564	0	0.38529	7.42706	34.18818	-77.7561	0
69002	4.382	19.7739	4.766371	1024.8237	34.978	736619859	1.551	0	0.38376	7.42708	34.1881	-77.75606	0
69003	4.392	19.7738	4.766345	1024.8236	34.9779	736619859	1.608	0	0.38758	7.4271	34.1881	-77.75606	0
69004	4.406	19.7738	4.76633	1024.8236	34.9778	736619859	1.598	0	0.37766	7.42711	34.18814	-77.7561	0
69005	4.408	19.7737	4.766318	1024.8236	34.9777	736619859	1.579	0	0.37766	7.42712	34.18814	-77.7561	0
69006	4.418	19.7734	4.766308	1024.8239	34.9779	736619859	1.57	0	0.38529	7.42716	34.18814	-77.7561	0
69007	4.418	19.7731	4.766315	1024.8242	34.9782	736619859	1.556	0	0.37613	7.42718	34.18814	-77.7561	0
69008	4.417	19.7725	4.766231	1024.8241	34.978	736619859	1.549	0	0.38376	7.42727	34.18814	-77.7561	0
69009	4.417	19.7718	4.766143	1024.8242	34.9778	736619859	1.568	0	0.38987	7.42737	34.18814	-77.7561	0
69010	4.426	19.7712	4.766105	1024.8246	34.9781	736619859	1.547	0	0.39826	7.42745	34.18814	-77.7561	0
69011	4.431	19.7708	4.766025	1024.8245	34.9777	736619860	1.551	0	0.39521	7.42751	34.18808	-77.75606	0
69012	4.432	19.7706	4.766028	1024.8247	34.978	736619860	1.539	0	0.39139	7.42754	34.18812	-77.75608	0
69013	4.43	19.7704	4.765991	1024.8246	34.9778	736619860	1.555	0	0.39368	7.42756	34.18812	-77.75608	0
69014	4.43	19.7705	4.766003	1024.8246	34.9778	736619860	1.562	0	0.38224	7.42755	34.18812	-77.75608	0
69015	4.437	19.771	4.766035	1024.8244	34.9777	736619860	1.539	0	0.38758	7.42749	34.18812	-77.75608	0
69016	4.441	19.7713	4.766101	1024.8246	34.978	736619860	1.549	0	0.39063	7.42744	34.18812	-77.75608	0
69017	4.443	19.7712	4.766111	1024.8247	34.9781	736619861	1.553	0	0.38605	7.42744	34.18806	-77.75606	0
69018	4.457	19.7716	4.766143	1024.8246	34.978	736619861	1.56	0	0.38834	7.42739	34.1881	-77.75608	0
69019	4.467	19.7718	4.766226	1024.825	34.9785	736619861	1.53	0	0.39063	7.42734	34.1881	-77.75608	0
69020	4.473	19.7716	4.7662	1024.825	34.9785	736619861	1.535	0	0.38224	7.42737	34.1881	-77.75608	0
69021	4.478	19.7707	4.766073	1024.8251	34.9782	736619861	1.53	0	0.37308	7.42751	34.1881	-77.75608	0
69022	4.486	19.7697	4.765908	1024.8249	34.9777	736619861	1.555	0	0.38529	7.42767	34.1881	-77.75608	0
69023	4.496	19.7692	4.765812	1024.8248	34.9773	736619861	1.581	0	0.40589	7.42775	34.1881	-77.75608	0
69024	4.512	19.7696	4.765898	1024.8251	34.9776	736619861	1.602	0	0.39979	7.42768	34.1881	-77.75608	0
69025	4.525	19.7709	4.766032	1024.8248	34.9777	736619862	1.556	0	0.39826	7.42751	34.18804	-77.75604	0
69026	4.539	19.7714	4.766152	1024.8251	34.9782	736619862	1.547	0	0.39521	7.42741	34.18804	-77.75604	0
69027	4.55	19.7715	4.76612	1024.8249	34.9779	736619862	1.543	0	0.39292	7.42741	34.18808	-77.75606	0
69028	4.553	19.7715	4.766116	1024.8249	34.9779	736619862	1.547	0	0.38987	7.42741	34.18808	-77.75606	0
69029	4.564	19.7715	4.766104	1024.8248	34.9777	736619862	1.575	0	0.41123	7.42741	34.18808	-77.75606	0
69030	4.576	19.7715	4.766088	1024.8248	34.9776	736619862	1.562	0	0.41199	7.42742	34.18808	-77.75606	0
69031	4.589	19.7717	4.766044	1024.8244	34.9771	736619862	1.57	0	0.40818	7.42742	34.18808	-77.75606	0
69032	4.587	19.7718	4.766071	1024.8245	34.9772	736619862	1.589	0	0.39979	7.4274	34.18808	-77.75606	0
69033	4.595	19.7716	4.766056	1024.8247	34.9773	736619862	1.583	0	0.40436	7.42743	34.18808	-77.75606	0
69034	4.596	19.7715	4.765961	1024.8241	34.9766	736619863	1.581	0	0.40055	7.42747	34.188	-77.75604	0
69035	4.599	19.7716	4.765918	1024.8237	34.9761	736619863	1.568	0	0.38682	7.42747	34.18804	-77.75606	0
69036	4.609	19.7717	4.76594	1024.8238	34.9762	736619863	1.545	0	0.38987	7.42746	34.18804	-77.75606	0
69037	4.612	19.7716	4.765948	1024.824	34.9764	736619863	1.545	0	0.38605	7.42746	34.18804	-77.75606	0
69038	4.612	19.7714	4.765908	1024.8239	34.9762	736619863	1.57	0	0.38605	7.4275	34.18804	-77.75606	0
69039	4.613	19.7712	4.765906	1024.8241	34.9763	736619863	1.572	0	0.39063	7.42752	34.18804	-77.75606	0
69040	4.617	19.771	4.765908	1024.8243	34.9765	736619863	1.56	0	0.38453	7.42754	34.18804	-77.75606	0
69041	4.622	19.7707	4.76586	1024.8243	34.9764	736619863	1.558	0	0.38911	7.42759	34.18804	-77.75606	0
69042	4.629	19.7706	4.765857	1024.8244	34.9765	736619864	1.566	0	0.3975	7.4276	34.18798	-77.75604	0
69043	4.633	19.7704	4.765872	1024.8247	34.9768	736619864	1.57	0	0.38758	7.42762	34.18798	-77.75604	0
69044	4.634	19.7702	4.765832	1024.8246	34.9766	736619864	1.56	0	0.38758	7.42765	34.18802	-77.75606	0
69045	4.638	19.7702	4.765816	1024.8245	34.9764	736619864	1.585	0	0.39368	7.42765	34.18802	-77.75606	0
69046	4.646	19.7705	4.765818	1024.8243	34.9762	736619864	1.583	0	0.40742	7.42762	34.18802	-77.75606	0
69047	4.647	19.7709	4.76586	1024.8242	34.9762	736619864	1.568	0	0.39902	7.42757	34.18802	-77.75606	0
69048	4.66	19.7719	4.765881	1024.8236	34.9756	736619864	1.553	0	0.38453	7.42747	34.18802	-77.75606	0
69049	4.659	19.7727	4.766032	1024.8237	34.9761	736619864	1.556	0	0.38148	7.42732	34.18802	-77.75606	0
69050	4.666	19.7733	4.76606	1024.8234	34.9759	736619864	1.57	0	0.39216	7.42726	34.18802	-77.75606	0
69051	4.666	19.774	4.766131	1024.8232	34.9759	736619865	1.574	0	0.38987	7.42716	34.18796	-77.75604	0
69052	4.667	19.7743	4.766175	1024.8232	34.9759	736619865	1.589	0	0.38758	7.42711	34.18798	-77.75604	0
69053	4.669	19.7752	4.766254	1024.823	34.9759	736619865	1.585	0	0.39673	7.427	34.18798	-77.75604	0
69054	4.661	19.7758	4.766337	1024.8229	34.976	736619865	1.575	0	0.39216	7.42691	34.18798	-77.75604	0
69055	4.662	19.7758	4.766323	1024.8228	34.9759	736619865	1.581	0	0.40513	7.42691	34.18798	-77.75604	0
69056	4.654	19.7754	4.766295	1024.823	34.9761	736619865	1.587	0	0.40742	7.42696	34.18798	-77.75604	0
69057	4.65	19.7752	4.766264	1024.8229	34.976	736619866	1.587	0	0.40131	7.42699	34.18794	-77.75604	0
69058	4.654	19.775	4.766244	1024.8229	34.9759	736619866	1.585	0	0.39063	7.42702	34.18794	-77.75604	0
69059	4.654	19.7752	4.766273	1024.823	34.976	736619866	1.579	0	0.383	7.42699	34.18796	-77.75604	0
69060	4.649	19.7753	4.766262	1024.8228	34.9758	736619866	1.558	0	0.40436	7.42698	34.18796	-77.75604	0
69061	4.658	19.7759	4.766359	1024.8229	34.9761	736619866	1.566	0	0.40208	7.42689	34.18796	-77.75604	0
69062	4.664	19.7763	4.766391	1024.8228	34.9761	736619866	1.6	0	0.38911	7.42684	34.18796	-77.75604	0
69063	4.666	19.7764	4.766426	1024.8229	34.9763	736619866	1.602	0	0.38682	7.42682	34.18796	-77.75604	0
69064	4.67	19.7766	4.766426	1024.8228	34.9761	736619866	1.577	0	0.38834	7.4268	34.18796	-77.75604	0
69065	4.673	19.7768	4.76643	1024.8226	34.9759	736619866	1.602	0	0.39673	7.42677	34.18796	-77.75604	0
69066	4.678	19.7768	4.766429	1024.8226	34.9759	736619867	1.598	0	0.39292	7.42677	34.1879	-77.75602	0
69067	4.683	19.7766	4.766432	1024.8228	34.9761	736619867	1.572	0	0.39063	7.42679	34.18794	-77.75604	0
69068	4.685	19.7768	4.766432	1024.8227	34.976	736619867	1.606	0	0.38911	7.42678	34.18794	-77.75604	0
69069	4.693	19.7769	4.766413	1024.8225	34.9758	736619867	1.6	0	0.38224	7.42677	34.18794	-77.75604	0
69070	4.685	19.7765	4.766398	1024.8227	34.9759	736619867	1.583	0	0.37232	7.42681	34.18794	-77.75604	0
69071	4.7	19.7763	4.766371	1024.8228	34.9759	736619867	1.583	0	0.38071	7.42685	34.18794	-77.75604	0
69072	4.704	19.7758	4.766362	1024.8232	34.9762	736619867	1.57	0	0.38911	7.4269	34.18794	-77.75604	0
69073	4.708	19.7751	4.766286	1024.8234	34.9762	736619867	1.596	0	0.38224	7.42699	34.18794	-77.75604	0
69074	4.713	19.7742	4.766164	1024.8234	34.9759	736619868	1.585	0	0.38376	7.42713	34.18788	-77.75602	0
69075	4.719	19.7738	4.766155	1024.8238	34.9762	736619868	1.558	0	0.38605	7.42717	34.18788	-77.75602	0
69076	4.727	19.7733	4.766124	1024.8241	34.9764	736619868	1.572	0	0.38529	7.42723	34.1879	-77.75602	0
69077	4.725	19.7731	4.766063	1024.8239	34.9761	736619868	1.555	0	0.40818	7.42728	34.1879	-77.75602	0
69078	4.735	19.7731	4.766067	1024.824	34.9761	736619868	1.577	0	0.39368	7.42728	34.1879	-77.75602	0
69079	4.738	19.7729	4.766048	1024.824	34.976	736619868	1.587	0	0.39063	7.4273	34.1879	-77.75602	0
69080	4.738	19.7727	4.766019	1024.824	34.976	736619868	1.56	0	0.38682	7.42734	34.1879	-77.75602	0
69081	4.744	19.7722	4.766006	1024.8244	34.9763	736619868	1.532	0	0.37613	7.42739	34.1879	-77.75602	0
69082	4.745	19.7716	4.765954	1024.8246	34.9764	736619868	1.535	0	0.37461	7.42747	34.1879	-77.75602	0
69083	4.744	19.7716	4.765895	1024.8242	34.9759	736619869	1.535	0	0.37995	7.42749	34.18786	-77.75602	0
69084	4.75	19.7714	4.76594	1024.8247	34.9764	736619869	1.558	0	0.39445	7.42749	34.18788	-77.75602	0
69085	4.755	19.771	4.765908	1024.8248	34.9765	736619869	1.545	0	0.38758	7.42754	34.18788	-77.75602	0
69086	4.758	19.7711	4.765885	1024.8247	34.9762	736619869	1.528	0	0.37766	7.42754	34.18788	-77.75602	0
69087	4.757	19.7713	4.765917	1024.8247	34.9763	736619869	1.524	0	0.38071	7.42751	34.18788	-77.75602	0
69088	4.756	19.7709	4.765844	1024.8246	34.9761	736619869	1.522	0	0.39673	7.42758	34.18788	-77.75602	0
69089	4.772	19.7707	4.76585	1024.8248	34.9762	736619870	1.532	0	0.39521	7.42759	34.18784	-77.75602	0
69090	4.785	19.7701	4.765771	1024.825	34.9761	736619870	1.549	0	0.38224	7.42769	34.18786	-77.75602	0
69091	4.795	19.7695	4.765707	1024.8252	34.9761	736619870	1.532	0	0.38148	7.42777	34.18786	-77.75602	0
69092	4.795	19.7695	4.765692	1024.825	34.9759	736619870	1.528	0	0.37919	7.42777	34.18786	-77.75602	0
69093	4.804	19.77	4.765749	1024.825	34.976	736619870	1.522	0	0.38148	7.4277	34.18786	-77.75602	0
69094	4.806	19.77	4.7658	1024.8254	34.9764	736619870	1.555	0	0.38071	7.42769	34.18786	-77.75602	0
69095	4.817	19.7695	4.765743	1024.8254	34.9763	736619870	1.608	0	0.38605	7.42775	34.18786	-77.75602	0
69096	4.821	19.7688	4.765671	1024.8256	34.9763	736619870	1.619	0	0.39139	7.42784	34.18786	-77.75602	0
69097	4.832	19.7685	4.765609	1024.8256	34.9761	736619871	1.547	0	0.40589	7.4279	34.18782	-77.75602	0
69098	4.834	19.7684	4.765618	1024.8257	34.9762	736619871	1.545	0	0.39597	7.42791	34.18782	-77.75602	0
69099	4.826	19.768	4.765542	1024.8256	34.976	736619871	1.581	0	0.3975	7.42798	34.18782	-77.756	0
69100	4.829	19.7678	4.765561	1024.8259	34.9762	736619871	1.547	0	0.40131	7.42798	34.18782	-77.756	0
69101	4.829	19.7675	4.765526	1024.8259	34.9762	736619871	1.522	0	0.40208	7.42803	34.18782	-77.756	0
69102	4.835	19.7676	4.765491	1024.8257	34.9759	736619871	1.532	0	0.39139	7.42803	34.18782	-77.756	0
69103	4.837	19.7679	4.765554	1024.8258	34.9761	736619871	1.539	0	0.39597	7.42798	34.18782	-77.756	0
69104	4.837	19.7679	4.765555	1024.8258	34.9761	736619871	1.562	0	0.38605	7.42798	34.18782	-77.756	0
69105	4.836	19.7682	4.765558	1024.8256	34.9759	736619871	1.532	0	0.40589	7.42795	34.18782	-77.756	0
69106	4.837	19.7687	4.765602	1024.8254	34.9759	736619872	1.549	0	0.39597	7.42789	34.1878	-77.75602	0
69107	4.84	19.7692	4.765697	1024.8255	34.9762	736619872	1.574	0	0.39216	7.4278	34.1878	-77.756	0
69108	4.856	19.7694	4.765663	1024.8252	34.9758	736619872	1.572	0	0.38911	7.42779	34.1878	-77.756	0
69109	4.862	19.7699	4.765729	1024.8252	34.9759	736619872	1.564	0	0.39902	7.42772	34.1878	-77.756	0
69110	4.872	19.7696	4.765749	1024.8257	34.9763	736619872	1.56	0	0.40284	7.42774	34.1878	-77.756	0
69111	4.881	19.7693	4.765697	1024.8256	34.9761	736619872	1.574	0	0.41428	7.42779	34.1878	-77.756	0
69112	4.891	19.7698	4.765739	1024.8254	34.976	736619872	1.574	0	0.39826	7.42772	34.1878	-77.756	0
69113	4.889	19.7701	4.765809	1024.8256	34.9764	736619872	1.589	0	0.38758	7.42767	34.1878	-77.756	0
69114	4.896	19.7701	4.765818	1024.8257	34.9764	736619873	1.551	0	0.40818	7.42767	34.18776	-77.75602	0
69115	4.893	19.7703	4.765803	1024.8254	34.9761	736619873	1.535	0	0.40742	7.42765	34.18776	-77.75602	0
69116	4.902	19.7703	4.765821	1024.8256	34.9763	736619873	1.562	0	0.40436	7.42765	34.18778	-77.756	0
69117	4.913	19.7706	4.765801	1024.8252	34.9759	736619873	1.587	0	0.41352	7.42763	34.18778	-77.756	0
69118	4.919	19.7708	4.765831	1024.8252	34.9759	736619873	1.575	0	0.4097	7.42759	34.18778	-77.756	0
69119	4.92	19.7704	4.765863	1024.8258	34.9766	736619873	1.549	0	0.40131	7.42762	34.18778	-77.756	0
69120	4.921	19.7699	4.765743	1024.8255	34.976	736619873	1.555	0	0.40665	7.42771	34.18778	-77.756	0
69121	4.928	19.7698	4.765709	1024.8254	34.9758	736619873	1.526	0	0.39292	7.42773	34.18778	-77.756	0
69122	4.925	19.7698	4.765761	1024.8257	34.9762	736619873	1.513	0	0.38911	7.42772	34.18778	-77.756	0
69123	4.926	19.7696	4.765727	1024.8257	34.9761	736619874	1.556	0	0.38987	7.42775	34.18774	-77.75602	0
69124	4.934	19.7693	4.765692	1024.8258	34.9761	736619874	1.545	0	0.39292	7.42779	34.18774	-77.756	0
69125	4.938	19.769	4.765682	1024.826	34.9762	736619874	1.547	0	0.39673	7.42783	34.18774	-77.756	0
69126	4.936	19.7688	4.765637	1024.8259	34.976	736619874	1.558	0	0.40131	7.42786	34.18774	-77.756	0
69127	4.94	19.7692	4.765644	1024.8256	34.9757	736619874	1.551	0	0.39445	7.42782	34.18774	-77.756	0
69128	4.943	19.7689	4.765676	1024.8261	34.9763	736619874	1.556	0	0.38376	7.42784	34.18774	-77.756	0
69129	4.962	19.7684	4.76559	1024.8261	34.976	736619875	1.556	0	0.38834	7.42792	34.18772	-77.75602	0
69130	4.97	19.7679	4.765545	1024.8263	34.976	736619875	1.568	0	0.43717	7.42799	34.18772	-77.75602	0
69131	4.977	19.7676	4.765511	1024.8264	34.976	736619875	1.555	0	0.45853	7.42803	34.18772	-77.756	0
69132	4.983	19.7676	4.765446	1024.8259	34.9754	736619875	1.532	0	0.41199	7.42805	34.18772	-77.756	0
69133	4.983	19.7677	4.765536	1024.8265	34.9761	736619875	1.545	0	0.40436	7.42801	34.18772	-77.756	0
69134	4.981	19.7679	4.765522	1024.8262	34.9758	736619875	1.556	0	0.39139	7.428	34.18772	-77.756	0
69135	4.985	19.7683	4.76558	1024.8262	34.976	736619875	1.556	0	0.39368	7.42794	34.18772	-77.756	0
69136	4.98	19.7685	4.765625	1024.8263	34.9762	736619875	1.587	0	0.40742	7.4279	34.18772	-77.756	0
69137	4.977	19.7688	4.765618	1024.8259	34.9758	736619875	1.545	0	0.40818	7.42787	34.18772	-77.756	0
69138	4.98	19.769	4.765618	1024.8258	34.9757	736619876	1.564	0	0.42725	7.42785	34.18768	-77.75602	0
69139	4.976	19.7691	4.765637	1024.8258	34.9758	736619876	1.562	0	0.4181	7.42784	34.1877	-77.756	0
69140	4.978	19.7694	4.765657	1024.8257	34.9757	736619876	1.549	0	0.40894	7.4278	34.1877	-77.756	0
69141	4.981	19.7697	4.765691	1024.8256	34.9757	736619876	1.543	0	0.41505	7.42775	34.1877	-77.756	0
69142	4.975	19.7703	4.765726	1024.8253	34.9755	736619876	1.547	0	0.41047	7.42768	34.1877	-77.756	0
69143	4.982	19.7705	4.765733	1024.8252	34.9754	736619876	1.596	0	0.4036	7.42766	34.1877	-77.756	0
69144	4.974	19.7709	4.765752	1024.8249	34.9752	736619876	1.595	0	0.41276	7.42761	34.1877	-77.756	0
69145	4.977	19.771	4.765784	1024.825	34.9754	736619876	1.572	0	0.39216	7.42759	34.1877	-77.756	0
69146	4.975	19.7707	4.765771	1024.8252	34.9756	736619877	1.596	0	0.40055	7.42763	34.18766	-77.75602	0
69147	4.979	19.7704	4.765711	1024.8251	34.9753	736619877	1.595	0	0.41276	7.42768	34.18766	-77.75602	0
69148	4.982	19.7703	4.765733	1024.8254	34.9756	736619877	1.566	0	0.40131	7.42768	34.18766	-77.75602	0
69149	4.997	19.7702	4.765725	1024.8255	34.9756	736619877	1.555	0	0.40436	7.42769	34.18766	-77.75602	0
69150	5.003	19.77	4.765752	1024.8259	34.976	736619877	1.581	0	0.41581	7.42771	34.18766	-77.75602	0
69151	5.006	19.7697	4.765723	1024.826	34.976	736619877	1.566	0	0.40284	7.42775	34.18766	-77.75602	0
69152	5.013	19.7689	4.765641	1024.8261	34.9759	736619877	1.575	0	0.40284	7.42785	34.18766	-77.75602	0
69153	5.019	19.7681	4.765572	1024.8265	34.976	736619877	1.583	0	0.40818	7.42796	34.18766	-77.75602	0
69154	5.026	19.7676	4.765488	1024.8264	34.9758	736619878	1.604	0	0.4097	7.42804	34.18762	-77.75602	0
69155	5.035	19.7673	4.765457	1024.8265	34.9758	736619878	1.581	0	0.43641	7.42808	34.18762	-77.75602	0
69156	5.033	19.7674	4.765461	1024.8265	34.9757	736619878	1.575	0	0.40284	7.42807	34.18764	-77.75602	0
69157	5.032	19.7672	4.76545	1024.8266	34.9758	736619878	1.616	0	0.40208	7.4281	34.18764	-77.75602	0
69158	5.042	19.7673	4.765427	1024.8264	34.9755	736619878	1.589	0	0.41886	7.42809	34.18764	-77.75602	0
69159	5.046	19.7673	4.765459	1024.8266	34.9757	736619878	1.579	0	0.41886	7.42808	34.18764	-77.75602	0
69160	5.05	19.7671	4.765497	1024.827	34.9763	736619878	1.598	0	0.42039	7.42809	34.18764	-77.75602	0
69161	5.057	19.7669	4.765456	1024.827	34.9761	736619878	1.583	0	0.4097	7.42812	34.18764	-77.75602	0
69162	5.064	19.7667	4.765422	1024.827	34.976	736619878	1.547	0	0.40055	7.42815	34.18764	-77.75602	0
69163	5.077	19.7666	4.765374	1024.8268	34.9757	736619879	1.539	0	0.41505	7.42818	34.1876	-77.75602	0
69164	5.079	19.7663	4.76537	1024.827	34.9758	736619879	1.549	0	0.40894	7.42821	34.18762	-77.75602	0
69165	5.095	19.7661	4.76537	1024.8273	34.976	736619879	1.526	0	0.40742	7.42823	34.18762	-77.75602	0
69166	5.111	19.7657	4.765342	1024.8275	34.9761	736619879	1.568	0	0.41352	7.42828	34.18762	-77.75602	0
69167	5.122	19.7656	4.765326	1024.8276	34.9761	736619879	1.587	0	0.41123	7.4283	34.18762	-77.75602	0
69168	5.138	19.7654	4.765307	1024.8278	34.9761	736619879	1.577	0	0.41886	7.42833	34.18762	-77.75602	0
69169	5.152	19.7651	4.765275	1024.8279	34.9761	736619880	1.574	0	0.42496	7.42837	34.18758	-77.75602	0
69170	5.176	19.7649	4.765241	1024.8279	34.9759	736619880	1.577	0	0.41886	7.4284	34.18758	-77.75602	0
69171	5.198	19.7649	4.765224	1024.8279	34.9758	736619880	1.566	0	0.42573	7.42841	34.1876	-77.75602	0
69172	5.223	19.7649	4.765237	1024.8281	34.9759	736619880	1.564	0	0.42191	7.42841	34.1876	-77.75602	0
69173	5.24	19.7648	4.765237	1024.8283	34.976	736619880	1.558	0	0.42267	7.42841	34.1876	-77.75602	0
69174	5.263	19.7645	4.765182	1024.8283	34.9758	736619880	1.547	0	0.41733	7.42846	34.1876	-77.75602	0
69175	5.289	19.7645	4.765221	1024.8286	34.976	736619880	1.537	0	0.41505	7.42845	34.1876	-77.75602	0
69176	5.315	19.7642	4.765218	1024.829	34.9763	736619880	1.562	0	0.41962	7.42848	34.1876	-77.75602	0
69177	5.34	19.7637	4.765002	1024.8282	34.9749	736619880	1.564	0	0.42039	7.42861	34.1876	-77.75602	0
69178	5.377	19.7631	4.765084	1024.8293	34.976	736619881	1.551	0	0.42267	7.42863	34.18754	-77.75602	0
69179	5.411	19.7629	4.76504	1024.8294	34.9758	736619881	1.595	0	0.42725	7.42867	34.18758	-77.75602	0
69180	5.432	19.7625	4.764999	1024.8296	34.9758	736619881	1.595	0	0.41657	7.42873	34.18758	-77.75602	0
69181	5.455	19.762	4.764971	1024.83	34.976	736619881	1.56	0	0.42802	7.42879	34.18758	-77.75602	0
69182	5.486	19.7613	4.764897	1024.8302	34.976	736619881	1.574	0	0.4242	7.42889	34.18758	-77.75602	0
69183	5.512	19.7606	4.764833	1024.8306	34.976	736619881	1.57	0	0.41886	7.42898	34.18758	-77.75602	0
69184	5.544	19.76	4.764722	1024.8306	34.9756	736619881	1.539	0	0.42267	7.42908	34.18758	-77.75602	0
69185	5.576	19.7597	4.764716	1024.8309	34.9758	736619881	1.528	0	0.42802	7.42911	34.18758	-77.75602	0
69186	5.597	19.7594	4.764684	1024.8311	34.9758	736619882	1.583	0	0.43336	7.42916	34.18752	-77.75604	0
69187	5.621	19.7592	4.764653	1024.8311	34.9756	736619882	1.558	0	0.43259	7.42918	34.18752	-77.75604	0
69188	5.646	19.7592	4.764667	1024.8314	34.9758	736619882	1.553	0	0.44022	7.42919	34.18754	-77.75604	0
69189	5.672	19.759	4.764655	1024.8316	34.9759	736619882	1.57	0	0.43488	7.42921	34.18754	-77.75604	0
69190	5.698	19.7589	4.764569	1024.8312	34.9752	736619882	1.6	0	0.42649	7.42925	34.18754	-77.75604	0
69191	5.717	19.7587	4.764621	1024.8318	34.9758	736619882	1.6	0	0.43717	7.42925	34.18754	-77.75604	0
69192	5.75	19.7585	4.764623	1024.8321	34.976	736619882	1.604	0	0.46693	7.42927	34.18754	-77.75604	0
69193	5.772	19.758	4.764617	1024.8327	34.9764	736619882	1.568	0	0.45701	7.42932	34.18754	-77.75604	0
69194	5.79	19.7575	4.764557	1024.8328	34.9763	736619882	1.562	0	0.4654	7.4294	34.18754	-77.75604	0
69195	5.82	19.7575	4.76454	1024.8329	34.9761	736619883	1.56	0	0.46464	7.42941	34.1875	-77.75604	0
69196	5.847	19.7573	4.764525	1024.833	34.9761	736619883	1.589	0	0.43565	7.42942	34.18752	-77.75604	0
69197	5.872	19.7572	4.764534	1024.8333	34.9763	736619883	1.585	0	0.4448	7.42944	34.18752	-77.75604	0
69198	5.903	19.757	4.764547	1024.8336	34.9765	736619883	1.562	0	0.44938	7.42945	34.18752	-77.75604	0
69199	5.93	19.757	4.764486	1024.8334	34.9761	736619883	1.595	0	0.44022	7.42948	34.18752	-77.75604	0
69200	5.953	19.7572	4.764538	1024.8336	34.9762	736619883	1.614	0	0.43107	7.42943	34.18752	-77.75604	0
69201	5.975	19.7574	4.764639	1024.8341	34.9769	736619884	1.566	0	0.44633	7.42937	34.18748	-77.75604	0
69202	6	19.7574	4.764644	1024.8343	34.977	736619884	1.553	0	0.45014	7.42938	34.1875	-77.75604	0
69203	6.032	19.7571	4.764529	1024.834	34.9763	736619884	1.583	0	0.45243	7.42945	34.1875	-77.75604	0
69204	6.052	19.7569	4.764462	1024.8338	34.9759	736619884	1.591	0	0.46769	7.4295	34.1875	-77.75604	0
69205	6.081	19.7567	4.764561	1024.8348	34.9769	736619884	1.6	0	0.46387	7.42948	34.1875	-77.75604	0
69206	6.101	19.7565	4.764502	1024.8347	34.9765	736619884	1.593	0	0.44938	7.42952	34.1875	-77.75604	0
69207	6.125	19.7564	4.764455	1024.8346	34.9762	736619884	1.593	0	0.44709	7.42955	34.1875	-77.75604	0
69208	6.136	19.7566	4.764576	1024.8351	34.977	736619884	1.589	0	0.44175	7.42948	34.1875	-77.75604	0
69209	6.163	19.7563	4.764512	1024.8351	34.9767	736619884	1.566	0	0.44862	7.42953	34.1875	-77.75604	0
69210	6.187	19.7562	4.764513	1024.8353	34.9768	736619885	1.556	0	0.44785	7.42955	34.18746	-77.75604	0
69211	6.215	19.756	4.764506	1024.8356	34.9769	736619885	1.558	0	0.45014	7.42957	34.18748	-77.75604	0
69212	6.237	19.7556	4.764465	1024.8358	34.977	736619885	1.589	0	0.44938	7.42963	34.18748	-77.75604	0
69213	6.255	19.7555	4.764411	1024.8356	34.9765	736619885	1.574	0	0.45701	7.42965	34.18748	-77.75604	0
69214	6.278	19.7555	4.764414	1024.8357	34.9766	736619885	1.587	0	0.44404	7.42966	34.18748	-77.75604	0
69215	6.298	19.7554	4.764462	1024.8362	34.9771	736619885	1.564	0	0.44175	7.42965	34.18748	-77.75604	0
69216	6.319	19.7553	4.764459	1024.8364	34.9771	736619885	1.575	0	0.45167	7.42966	34.18748	-77.75604	0
69217	6.341	19.7552	4.764458	1024.8365	34.9772	736619885	1.591	0	0.46616	7.42967	34.18748	-77.75604	0
69218	6.374	19.755	4.764434	1024.8367	34.9771	736619886	1.589	0	0.46235	7.4297	34.18742	-77.75604	0
69219	6.394	19.755	4.764456	1024.8369	34.9773	736619886	1.562	0	0.44785	7.42969	34.18746	-77.75606	0
69220	6.413	19.7547	4.764407	1024.837	34.9771	736619886	1.558	0	0.44938	7.42974	34.18746	-77.75606	0
69221	6.439	19.7545	4.764414	1024.8373	34.9773	736619886	1.568	0	0.47227	7.42976	34.18746	-77.75606	0
69222	6.46	19.7542	4.764391	1024.8375	34.9774	736619886	1.543	0	0.46311	7.42979	34.18746	-77.75606	0
69223	6.475	19.7541	4.764387	1024.8376	34.9775	736619886	1.53	0	0.4799	7.42981	34.18746	-77.75606	0
69224	6.492	19.7537	4.764322	1024.8376	34.9772	736619886	1.549	0	0.49744	7.42987	34.18746	-77.75606	0
69225	6.515	19.7538	4.764335	1024.8377	34.9773	736619886	1.543	0	0.4654	7.42986	34.18746	-77.75606	0
69226	6.531	19.7535	4.764331	1024.838	34.9775	736619887	1.545	0	0.4593	7.42989	34.1874	-77.75606	0
69227	6.546	19.7533	4.764309	1024.8381	34.9774	736619887	1.617	0	0.46693	7.42991	34.1874	-77.75606	0
69228	6.568	19.7533	4.764331	1024.8383	34.9776	736619887	1.642	0	0.47074	7.42991	34.18744	-77.75606	0
69229	6.589	19.7531	4.764299	1024.8384	34.9775	736619887	1.574	0	0.51499	7.42994	34.18744	-77.75606	0
